sample cellID x y
s20c5 186_8 162.0 242.0
s20c5 192_15 174.0 220.0
s20c5 192_16 190.0 211.0
s20c5 193_17 236.0 219.0
s20c5 193_18 244.0 217.0
s20c6 2_1 178.0 192.0
s20c6 2_2 175.0 187.0
s20c6 47_2 177.0 191.0
s20c6 47_3 197.0 184.0
s20c6 48_1 191.0 200.0
s20c6 48_2 200.0 197.0
s20c6 90_4 199.0 190.0
s20c6 90_5 203.0 185.0
s20c6 92_1 187.0 203.0
s20c6 92_2 191.0 187.0
s20c6 92_4 174.0 202.0
s20c6 92_5 179.0 189.0
s20c6 105_3 210.0 190.0
s20c6 105_4 209.0 182.0
s20c6 135_6 188.0 170.0
s20c6 135_7 178.0 159.0
s20c6 135_9 213.0 177.0
s20c6 135_10 200.0 181.0
s20c6 144_2 183.0 182.0
s20c6 144_3 195.0 181.0
s20c6 144_9 193.0 206.0
s20c6 144_10 182.0 201.0
s20c6 157_1 161.0 207.0
s20c6 157_2 172.0 202.0
s20c6 158_6 222.0 187.0
s20c6 158_7 211.0 186.0
s20c6 167_5 249.0 189.0
s20c6 167_6 231.0 190.0
s20c6 177_10 156.0 188.0
s20c6 177_11 163.0 175.0
s20c6 180_15 192.0 178.0
s20c6 180_16 202.0 169.0
s20c6 185_14 242.0 163.0
s20c6 185_15 230.0 169.0
s20c6 191_13 176.0 206.0
s20c6 191_14 189.0 203.0
s20c6 195_12 215.0 219.0
s20c6 195_13 206.0 213.0
s20c6 202_1 160.0 206.0
s20c6 202_2 139.0 204.0
s20c6 208_5 202.0 186.0
s20c6 208_6 189.0 185.0
s20c6 211_3 165.0 197.0
s20c6 211_4 176.0 196.0
s20c7 2_1 303.0 109.0
s20c7 2_2 311.0 105.0
s20c7 52_1 312.0 118.0
s20c7 52_2 301.0 115.0
s20c7 56_3 338.0 109.0
s20c7 56_4 323.0 109.0
s20c7 112_2 315.0 85.0
s20c7 112_3 314.0 79.0
s20c7 118_4 318.0 121.0
s20c7 118_5 326.0 112.0
s20c7 128_6 311.0 119.0
s20c7 128_7 324.0 112.0
s20c7 169_1 333.0 95.0
s20c7 169_2 338.0 73.0
s20c7 170_3 327.0 114.0
s20c7 170_4 318.0 110.0
s20c7 178_5 311.0 123.0
s20c7 178_6 302.0 108.0
s20c7 216_2 358.0 29.0
s20c7 216_3 356.0 14.0
s21c1 18_1 102.0 259.0
s21c1 18_2 88.0 253.0
s21c1 60_2 98.0 250.0
s21c1 60_3 98.0 238.0
s21c1 62_1 127.0 269.0
s21c1 62_2 109.0 268.0
s21c1 121_1 133.0 271.0
s21c1 121_2 144.0 254.0
s21c1 131_3 116.0 288.0
s21c1 131_4 120.0 276.0
s21c1 132_5 102.0 272.0
s21c1 132_6 111.0 258.0
s21c1 148_7 93.0 257.0
s21c1 148_8 101.0 248.0
s21c1 173_2 164.0 255.0
s21c1 173_3 152.0 251.0
s21c1 178_4 130.0 334.0
s21c1 178_5 122.0 325.0
s21c1 178_7 109.0 301.0
s21c1 178_8 93.0 300.0
s21c1 182_1 142.0 293.0
s21c1 182_2 145.0 281.0
s21c1 185_7 111.0 282.0
s21c1 185_8 111.0 270.0
s21c1 185_11 130.0 254.0
s21c1 185_12 114.0 248.0
s21c1 202_13 88.0 283.0
s21c1 202_14 81.0 283.0
s21c2 46_2 214.0 265.0
s21c2 46_3 230.0 261.0
s21c2 54_1 189.0 274.0
s21c2 54_2 204.0 275.0
s21c2 100_4 215.0 246.0
s21c2 100_5 224.0 230.0
s21c2 116_2 209.0 263.0
s21c2 116_3 199.0 255.0
s21c2 135_1 190.0 281.0
s21c2 135_2 203.0 272.0
s21c2 187_3 187.0 274.0
s21c2 187_4 186.0 259.0
s21c3 27_1 257.0 157.0
s21c3 27_2 251.0 161.0
s21c3 67_2 244.0 176.0
s21c3 67_3 238.0 164.0
s21c3 76_1 259.0 180.0
s21c3 76_2 246.0 167.0
s21c3 119_3 278.0 190.0
s21c3 119_4 270.0 187.0
s21c3 119_5 225.0 172.0
s21c3 119_6 226.0 162.0
s21c3 131_2 249.0 201.0
s21c3 131_3 244.0 190.0
s21c3 134_1 261.0 193.0
s21c3 134_2 260.0 180.0
s21c3 180_7 243.0 218.0
s21c3 180_8 228.0 212.0
s21c3 180_9 214.0 155.0
s21c3 180_10 219.0 138.0
s21c3 184_4 250.0 192.0
s21c3 184_5 252.0 177.0
s21c3 187_6 303.0 192.0
s21c3 187_7 291.0 186.0
s21c3 191_3 280.0 216.0
s21c3 191_4 274.0 200.0
s21c3 192_9 282.0 191.0
s21c3 192_10 276.0 180.0
s21c3 194_2 256.0 183.0
s21c3 194_3 265.0 177.0
s21c3 195_1 265.0 198.0
s21c3 195_2 260.0 191.0
s21c4 14_1 314.0 195.0
s21c4 14_2 322.0 183.0
s21c4 60_1 311.0 186.0
s21c4 60_2 298.0 181.0
s21c4 61_3 296.0 169.0
s21c4 61_4 311.0 169.0
s21c4 106_4 300.0 182.0
s21c4 106_5 307.0 170.0
s21c4 109_1 305.0 190.0
s21c4 109_2 313.0 181.0
s21c4 109_3 282.0 189.0
s21c4 109_4 284.0 175.0
s21c4 113_5 287.0 162.0
s21c4 113_6 282.0 149.0
s21c4 150_8 331.0 162.0
s21c4 150_9 336.0 159.0
s21c4 152_7 299.0 192.0
s21c4 152_8 308.0 182.0
s21c4 154_2 320.0 168.0
s21c4 154_3 320.0 159.0
s21c4 156_1 294.0 211.0
s21c4 156_2 305.0 205.0
s21c4 159_5 283.0 222.0
s21c4 159_6 277.0 212.0
s21c4 161_8 298.0 169.0
s21c4 161_9 311.0 160.0
s21c4 162_10 298.0 147.0
s21c4 162_11 289.0 135.0
s21c4 163_7 281.0 164.0
s21c4 163_8 278.0 156.0
s21c4 194_3 326.0 180.0
s21c4 194_4 313.0 171.0
s21c4 194_16 341.0 175.0
s21c4 194_17 337.0 158.0
s21c4 195_14 310.0 219.0
s21c4 195_15 304.0 206.0
s21c4 196_5 325.0 144.0
s21c4 196_6 339.0 149.0
s21c4 198_20 354.0 135.0
s21c4 198_21 342.0 120.0
s21c4 199_2 322.0 226.0
s21c4 199_3 323.0 213.0
s21c4 200_1 308.0 241.0
s21c4 200_2 301.0 230.0
s21c4 200_9 286.0 238.0
s21c4 200_10 274.0 230.0
s21c4 201_20 325.0 198.0
s21c4 201_21 316.0 189.0
s21c4 202_11 300.0 212.0
s21c4 202_12 296.0 203.0
s21c4 202_15 302.0 182.0
s21c4 202_16 301.0 166.0
s21c4 203_17 325.0 151.0
s21c4 203_18 311.0 151.0
s21c4 206_14 280.0 146.0
s21c4 206_15 269.0 137.0
s21c4 208_13 289.0 177.0
s21c4 208_14 288.0 161.0
s21c4 211_21 300.0 147.0
s21c4 211_22 296.0 137.0
s21c4 216_23 287.0 108.0
s21c4 216_24 282.0 101.0
s21c5 18_1 265.0 129.0
s21c5 18_2 251.0 123.0
s21c5 58_2 254.0 138.0
s21c5 58_3 252.0 119.0
s21c5 69_1 259.0 151.0
s21c5 69_2 273.0 147.0
s21c5 104_3 246.0 171.0
s21c5 104_4 246.0 160.0
s21c5 111_5 242.0 150.0
s21c5 111_6 239.0 140.0
s21c5 113_2 267.0 143.0
s21c5 113_3 283.0 135.0
s21c5 118_1 271.0 165.0
s21c5 118_2 265.0 153.0
s21c5 144_6 251.0 166.0
s21c5 144_7 258.0 153.0
s21c5 151_5 253.0 192.0
s21c5 151_6 243.0 180.0
s21c5 158_9 237.0 165.0
s21c5 158_10 238.0 155.0
s21c5 162_11 247.0 142.0
s21c5 162_12 242.0 128.0
s21c5 164_3 310.0 136.0
s21c5 164_4 301.0 126.0
s21c5 166_2 277.0 141.0
s21c5 166_3 286.0 141.0
s21c5 172_1 271.0 182.0
s21c5 172_2 268.0 172.0
s21c5 189_9 245.0 168.0
s21c5 189_10 244.0 157.0
s21c5 190_11 271.0 160.0
s21c5 190_12 266.0 148.0
s21c5 191_8 242.0 191.0
s21c5 191_9 240.0 178.0
s21c5 192_7 260.0 213.0
s21c5 192_8 250.0 203.0
s21c5 203_18 241.0 131.0
s21c5 203_19 242.0 114.0
s21c5 204_16 232.0 154.0
s21c5 204_17 234.0 145.0
s21c5 207_14 214.0 180.0
s21c5 207_15 225.0 182.0
s21c5 210_5 315.0 121.0
s21c5 210_6 314.0 104.0
s21c5 210_19 245.0 146.0
s21c5 210_20 245.0 135.0
s2c10 24_1 220.0 284.0
s2c10 24_2 216.0 272.0
s2c10 71_1 206.0 285.0
s2c10 71_2 214.0 287.0
s2c10 76_3 204.0 266.0
s2c10 76_4 212.0 250.0
s2c10 121_1 181.0 298.0
s2c10 121_2 174.0 292.0
s2c10 124_3 184.0 320.0
s2c10 124_4 204.0 321.0
s2c10 130_5 202.0 266.0
s2c10 130_6 191.0 253.0
s2c10 137_7 215.0 242.0
s2c10 137_8 216.0 222.0
s2c10 166_1 199.0 317.0
s2c10 166_2 192.0 307.0
s2c10 169_3 172.0 299.0
s2c10 169_4 158.0 283.0
s2c10 178_5 158.0 316.0
s2c10 178_6 183.0 315.0
s2c10 180_9 211.0 224.0
s2c10 180_10 201.0 222.0
s2c10 185_11 250.0 232.0
s2c10 185_12 234.0 219.0
s2c10 187_8 219.0 273.0
s2c10 187_9 202.0 272.0
s2c10 187_14 223.0 199.0
s2c10 187_15 240.0 200.0
s2c10 208_2 189.0 309.0
s2c10 208_3 186.0 293.0
s2c10 210_1 206.0 319.0
s2c10 210_2 219.0 316.0
s2c10 211_5 170.0 327.0
s2c10 211_6 152.0 315.0
s2c10 211_7 154.0 301.0
s2c10 211_8 167.0 294.0
s2c11 44_1 198.0 279.0
s2c11 44_2 187.0 268.0
s2c11 87_2 185.0 264.0
s2c11 87_3 193.0 250.0
s2c11 93_1 219.0 291.0
s2c11 93_2 232.0 284.0
s2c11 157_1 174.0 275.0
s2c11 157_2 165.0 283.0
s2c1 13_2 288.0 376.0
s2c1 13_3 307.0 372.0
s2c1 20_1 326.0 389.0
s2c1 20_2 334.0 380.0
s2c1 53_3 270.0 391.0
s2c1 53_4 279.0 373.0
s2c1 60_5 311.0 384.0
s2c1 60_6 311.0 366.0
s2c1 70_1 322.0 404.0
s2c1 70_2 320.0 389.0
s2c1 85_3 338.0 390.0
s2c1 85_4 341.0 372.0
s2c1 105_5 266.0 413.0
s2c1 105_6 261.0 399.0
s2c1 115_7 290.0 374.0
s2c1 115_8 285.0 354.0
s2c1 117_9 315.0 404.0
s2c1 117_10 307.0 386.0
s2c1 121_11 320.0 359.0
s2c1 121_12 318.0 342.0
s2c1 124_2 300.0 373.0
s2c1 124_3 313.0 374.0
s2c1 126_1 324.0 415.0
s2c1 126_2 337.0 409.0
s2c1 153_7 270.0 452.0
s2c1 153_8 259.0 443.0
s2c1 157_9 244.0 398.0
s2c1 157_10 256.0 395.0
s2c1 161_11 287.0 422.0
s2c1 161_12 284.0 406.0
s2c1 161_13 287.0 352.0
s2c1 161_14 282.0 344.0
s2c1 164_15 311.0 422.0
s2c1 164_16 321.0 406.0
s2c1 165_19 317.0 323.0
s2c1 165_20 312.0 313.0
s2c1 168_17 304.0 389.0
s2c1 168_18 315.0 394.0
s2c1 169_4 313.0 378.0
s2c1 169_5 331.0 371.0
s2c1 171_20 303.0 362.0
s2c1 171_21 318.0 357.0
s2c1 173_3 289.0 384.0
s2c1 173_4 271.0 369.0
s2c1 176_1 324.0 447.0
s2c1 176_2 317.0 435.0
s2c1 178_3 343.0 424.0
s2c1 178_4 340.0 404.0
s2c1 199_10 252.0 448.0
s2c1 199_11 268.0 441.0
s2c1 200_9 279.0 478.0
s2c1 200_10 297.0 479.0
s2c1 203_13 197.0 393.0
s2c1 203_14 216.0 396.0
s2c1 203_18 253.0 351.0
s2c1 203_19 271.0 352.0
s2c1 203_22 310.0 401.0
s2c1 203_23 326.0 395.0
s2c1 204_21 299.0 420.0
s2c1 204_22 288.0 407.0
s2c1 205_15 251.0 412.0
s2c1 205_16 243.0 396.0
s2c1 206_21 267.0 330.0
s2c1 206_22 278.0 323.0
s2c1 208_18 269.0 398.0
s2c1 208_19 264.0 385.0
s2c1 208_32 299.0 325.0
s2c1 208_33 308.0 307.0
s2c1 209_28 298.0 395.0
s2c1 209_29 293.0 384.0
s2c1 209_31 295.0 356.0
s2c1 209_32 288.0 350.0
s2c1 210_17 287.0 430.0
s2c1 210_18 279.0 424.0
s2c1 212_31 322.0 391.0
s2c1 212_32 329.0 375.0
s2c1 212_35 326.0 345.0
s2c1 212_36 315.0 336.0
s2c1 212_39 317.0 300.0
s2c1 212_40 322.0 284.0
s2c1 213_2 316.0 434.0
s2c1 213_3 328.0 422.0
s2c1 213_8 296.0 373.0
s2c1 213_9 308.0 367.0
s2c1 214_5 346.0 408.0
s2c1 214_6 334.0 407.0
s2c1 214_7 267.0 378.0
s2c1 214_8 281.0 374.0
s2c1 215_4 348.0 427.0
s2c1 215_5 364.0 422.0
s2c1 215_13 312.0 362.0
s2c1 215_14 326.0 364.0
s2c2 31_1 364.0 337.0
s2c2 31_2 383.0 334.0
s2c2 83_1 364.0 352.0
s2c2 83_2 352.0 337.0
s2c2 86_3 387.0 325.0
s2c2 86_4 374.0 319.0
s2c2 134_1 355.0 370.0
s2c2 134_2 343.0 364.0
s2c2 137_3 346.0 333.0
s2c2 137_4 366.0 329.0
s2c2 137_5 396.0 331.0
s2c2 137_6 385.0 323.0
s2c2 151_7 379.0 325.0
s2c2 151_8 379.0 310.0
s2c2 181_5 400.0 342.0
s2c2 181_6 389.0 345.0
s2c2 183_1 364.0 380.0
s2c2 183_2 341.0 379.0
s2c2 185_5 350.0 329.0
s2c2 185_6 364.0 318.0
s2c2 187_4 337.0 331.0
s2c2 187_5 324.0 327.0
s2c2 187_10 390.0 317.0
s2c2 187_11 406.0 316.0
s2c2 188_3 338.0 364.0
s2c2 188_4 354.0 359.0
s2c2 198_13 383.0 331.0
s2c2 198_14 372.0 324.0
s2c2 198_15 404.0 301.0
s2c2 198_16 395.0 287.0
s2c3 81_1 371.0 305.0
s2c3 81_2 375.0 294.0
s2c3 137_1 344.0 310.0
s2c3 137_2 368.0 304.0
s2c3 183_1 328.0 300.0
s2c3 183_2 329.0 284.0
s2c3 194_3 371.0 306.0
s2c3 194_4 383.0 301.0
s2c4 12_1 425.0 171.0
s2c4 12_2 429.0 168.0
s2c4 68_2 430.0 176.0
s2c4 68_3 426.0 166.0
s2c4 76_1 430.0 205.0
s2c4 76_2 422.0 194.0
s2c4 120_4 421.0 179.0
s2c4 120_5 418.0 168.0
s2c4 127_1 441.0 205.0
s2c4 127_2 453.0 195.0
s2c4 127_4 418.0 202.0
s2c4 127_5 430.0 199.0
s2c4 168_6 399.0 178.0
s2c4 168_7 409.0 164.0
s2c4 169_5 436.0 199.0
s2c4 169_6 435.0 185.0
s2c4 179_2 461.0 182.0
s2c4 179_3 477.0 184.0
s2c4 183_1 450.0 220.0
s2c4 183_2 456.0 212.0
s2c4 189_5 409.0 216.0
s2c4 189_6 415.0 207.0
s2c4 193_7 433.0 210.0
s2c4 193_8 443.0 210.0
s2c4 216_12 412.0 167.0
s2c4 216_13 413.0 152.0
s2c5 22_1 310.0 183.0
s2c5 22_2 322.0 171.0
s2c5 70_2 334.0 170.0
s2c5 70_3 323.0 158.0
s2c5 75_1 293.0 207.0
s2c5 75_2 313.0 194.0
s2c5 125_3 318.0 183.0
s2c5 125_4 322.0 163.0
s2c5 127_5 303.0 152.0
s2c5 127_6 313.0 137.0
s2c5 147_2 283.0 174.0
s2c5 147_3 293.0 166.0
s2c5 156_1 314.0 241.0
s2c5 156_2 311.0 230.0
s2c5 182_7 298.0 138.0
s2c5 182_8 316.0 137.0
s2c5 184_9 328.0 119.0
s2c5 184_10 348.0 126.0
s2c5 196_4 274.0 163.0
s2c5 196_5 270.0 150.0
s2c5 203_1 328.0 222.0
s2c5 203_2 334.0 212.0
s2c5 204_3 342.0 196.0
s2c5 204_4 329.0 194.0
s2c6 15_1 179.0 134.0
s2c6 15_2 166.0 129.0
s2c6 26_3 211.0 118.0
s2c6 26_4 224.0 115.0
s2c6 64_2 175.0 124.0
s2c6 64_3 158.0 111.0
s2c6 65_4 217.0 129.0
s2c6 65_5 213.0 111.0
s2c6 69_6 237.0 111.0
s2c6 69_7 228.0 104.0
s2c6 79_1 197.0 128.0
s2c6 79_2 211.0 123.0
s2c6 104_5 225.0 137.0
s2c6 104_6 232.0 128.0
s2c6 114_7 208.0 122.0
s2c6 114_8 219.0 114.0
s2c6 116_10 219.0 98.0
s2c6 116_11 206.0 87.0
s2c6 117_9 236.0 123.0
s2c6 117_10 242.0 113.0
s2c6 118_4 154.0 109.0
s2c6 118_5 172.0 109.0
s2c6 119_3 171.0 126.0
s2c6 119_4 181.0 120.0
s2c6 130_1 186.0 139.0
s2c6 130_2 198.0 127.0
s2c6 131_3 212.0 146.0
s2c6 131_4 213.0 127.0
s2c6 140_9 228.0 141.0
s2c6 140_10 239.0 135.0
s2c6 153_11 222.0 136.0
s2c6 153_12 232.0 130.0
s2c6 160_7 137.0 132.0
s2c6 160_8 146.0 112.0
s2c6 161_15 228.0 118.0
s2c6 161_16 220.0 105.0
s2c6 162_18 259.0 107.0
s2c6 162_19 275.0 105.0
s2c6 167_5 156.0 133.0
s2c6 167_6 164.0 113.0
s2c6 168_22 213.0 72.0
s2c6 168_23 230.0 72.0
s2c6 171_7 185.0 131.0
s2c6 171_8 195.0 131.0
s2c6 171_22 224.0 90.0
s2c6 171_23 234.0 76.0
s2c6 173_1 179.0 149.0
s2c6 173_2 171.0 133.0
s2c6 177_12 190.0 117.0
s2c6 177_13 184.0 116.0
s2c6 183_3 233.0 135.0
s2c6 183_4 219.0 124.0
s2c6 184_5 210.0 159.0
s2c6 184_6 226.0 154.0
s2c6 185_16 220.0 176.0
s2c6 185_17 239.0 175.0
s2c6 185_18 257.0 125.0
s2c6 185_19 245.0 112.0
s2c6 189_25 231.0 119.0
s2c6 189_26 225.0 110.0
s2c6 190_7 209.0 145.0
s2c6 190_8 220.0 146.0
s2c6 192_21 254.0 158.0
s2c6 192_22 241.0 157.0
s2c6 193_27 226.0 125.0
s2c6 193_28 226.0 125.0
s2c6 199_26 200.0 93.0
s2c6 199_27 221.0 91.0
s2c6 202_23 250.0 142.0
s2c6 202_24 242.0 127.0
s2c6 203_26 207.0 120.0
s2c6 203_27 212.0 106.0
s2c6 209_12 115.0 158.0
s2c6 209_13 130.0 150.0
s2c6 209_35 242.0 59.0
s2c6 209_36 243.0 49.0
s2c6 210_9 159.0 109.0
s2c6 210_10 153.0 111.0
s2c6 210_35 189.0 62.0
s2c6 210_36 204.0 63.0
s2c6 211_8 139.0 136.0
s2c6 211_9 150.0 141.0
s2c7 30_1 77.0 292.0
s2c7 30_2 91.0 288.0
s2c7 79_2 78.0 271.0
s2c7 79_3 94.0 269.0
s2c7 89_1 63.0 275.0
s2c7 89_2 63.0 259.0
s2c7 132_4 105.0 266.0
s2c7 132_5 100.0 254.0
s2c7 140_2 54.0 260.0
s2c7 140_3 36.0 247.0
s2c7 142_1 32.0 272.0
s2c7 142_2 45.0 277.0
s2c7 186_5 118.0 259.0
s2c7 186_6 124.0 244.0
s2c7 192_7 103.0 263.0
s2c7 192_8 104.0 255.0
s2c7 198_3 56.0 268.0
s2c7 198_4 49.0 262.0
s2c8 15_1 248.0 282.0
s2c8 15_2 256.0 269.0
s2c8 61_2 256.0 258.0
s2c8 61_3 238.0 257.0
s2c8 63_1 225.0 290.0
s2c8 63_2 243.0 284.0
s2c8 106_2 233.0 275.0
s2c8 106_3 252.0 290.0
s2c8 109_4 280.0 253.0
s2c8 109_5 264.0 255.0
s2c8 110_1 216.0 314.0
s2c8 110_2 224.0 306.0
s2c8 113_7 237.0 260.0
s2c8 113_8 236.0 245.0
s2c8 151_4 276.0 286.0
s2c8 151_5 267.0 274.0
s2c8 153_3 231.0 275.0
s2c8 153_4 241.0 276.0
s2c8 155_7 295.0 232.0
s2c8 155_8 298.0 219.0
s2c8 159_2 227.0 310.0
s2c8 159_3 244.0 305.0
s2c8 161_10 272.0 234.0
s2c8 161_11 281.0 220.0
s2c8 166_1 224.0 318.0
s2c8 166_2 213.0 304.0
s2c8 176_14 257.0 207.0
s2c8 176_15 256.0 197.0
s2c8 181_13 256.0 253.0
s2c8 181_14 273.0 253.0
s2c8 200_6 266.0 282.0
s2c8 200_7 277.0 272.0
s2c8 205_5 229.0 264.0
s2c8 205_6 238.0 266.0
s2c8 206_4 251.0 312.0
s2c8 206_5 259.0 295.0
s2c8 206_10 274.0 295.0
s2c8 206_11 287.0 289.0
s2c8 208_12 247.0 273.0
s2c8 208_13 256.0 262.0
s2c8 211_15 296.0 203.0
s2c8 211_16 300.0 189.0
s2c8 213_2 214.0 297.0
s2c8 213_3 225.0 290.0
s2c8 215_4 237.0 299.0
s2c8 215_5 248.0 292.0
s2c8 216_19 268.0 236.0
s2c8 216_20 283.0 231.0
s2c9 42_1 243.0 273.0
s2c9 42_2 225.0 269.0
s2c9 82_1 251.0 268.0
s2c9 82_2 252.0 259.0
s2c9 84_3 204.0 268.0
s2c9 84_4 221.0 258.0
s2c9 124_2 248.0 260.0
s2c9 124_3 254.0 249.0
s2c9 125_4 202.0 295.0
s2c9 125_5 190.0 275.0
s2c9 126_6 226.0 273.0
s2c9 126_7 211.0 260.0
s2c9 165_4 202.0 291.0
s2c9 165_5 216.0 294.0
s2c9 165_6 184.0 264.0
s2c9 165_7 190.0 250.0
s2c9 166_8 206.0 266.0
s2c9 166_9 222.0 257.0
s2c9 166_10 206.0 245.0
s2c9 166_11 215.0 242.0
s2c9 167_1 293.0 266.0
s2c9 167_2 293.0 249.0
s2c9 181_4 277.0 215.0
s2c9 181_5 271.0 205.0
s2c9 187_3 280.0 233.0
s2c9 187_4 257.0 234.0
s2c9 201_11 202.0 261.0
s2c9 201_12 213.0 258.0
s2c9 202_10 205.0 221.0
s2c9 202_11 194.0 218.0
s2c9 202_16 229.0 239.0
s2c9 202_17 223.0 224.0
s2c9 203_8 229.0 282.0
s2c9 203_9 241.0 279.0
s2c9 204_16 207.0 248.0
s2c9 204_17 220.0 250.0
s2c9 206_7 208.0 287.0
s2c9 206_8 200.0 276.0
s2c9 206_16 238.0 250.0
s2c9 206_17 227.0 249.0
s2c9 210_11 179.0 272.0
s2c9 210_12 194.0 269.0
s3c1 21_1 409.0 460.0
s3c1 21_2 419.0 455.0
s3c1 68_2 426.0 448.0
s3c1 68_3 417.0 452.0
s3c1 69_1 409.0 455.0
s3c1 69_2 399.0 459.0
s3c1 122_1 418.0 451.0
s3c1 122_2 421.0 460.0
s3c1 122_4 450.0 444.0
s3c1 122_5 437.0 444.0
s3c1 134_6 428.0 462.0
s3c1 134_7 417.0 447.0
s3c1 162_1 416.0 445.0
s3c1 162_2 431.0 448.0
s3c1 166_5 448.0 443.0
s3c1 166_6 431.0 454.0
s3c1 170_4 469.0 428.0
s3c1 170_5 460.0 420.0
s3c1 174_3 417.0 461.0
s3c1 174_4 405.0 453.0
s3c1 181_9 434.0 478.0
s3c1 181_10 420.0 472.0
s3c1 196_1 402.0 431.0
s3c1 196_2 393.0 438.0
s3c1 196_12 431.0 454.0
s3c1 196_13 426.0 445.0
s3c1 203_3 441.0 446.0
s3c1 203_4 427.0 432.0
s3c1 204_9 458.0 445.0
s3c1 204_10 475.0 441.0
s3c1 210_11 411.0 440.0
s3c1 210_12 415.0 428.0
s3c1 213_8 449.0 410.0
s3c1 213_9 442.0 397.0
s3c1 215_6 403.0 452.0
s3c1 215_7 389.0 451.0
s3c1 215_8 463.0 426.0
s3c1 215_9 467.0 415.0
s3c2 52_1 354.0 376.0
s3c2 52_2 354.0 362.0
s3c2 109_1 343.0 394.0
s3c2 109_2 331.0 390.0
s3c2 110_3 317.0 310.0
s3c2 110_4 317.0 297.0
s3c2 166_1 305.0 401.0
s3c2 166_2 315.0 387.0
s3c2 211_1 259.0 390.0
s3c2 211_2 251.0 386.0
s3c2 213_3 297.0 400.0
s3c2 213_4 304.0 384.0
s3c3 78_1 217.0 246.0
s3c3 78_2 234.0 242.0
s3c3 127_2 242.0 231.0
s3c3 127_3 222.0 226.0
s3c3 137_1 209.0 240.0
s3c3 137_2 210.0 232.0
s3c3 170_3 234.0 233.0
s3c3 170_4 227.0 227.0
s3c3 178_5 212.0 219.0
s3c3 178_6 235.0 213.0
s3c3 188_1 210.0 252.0
s3c3 188_2 204.0 234.0
s3c3 189_3 219.0 232.0
s3c3 189_4 209.0 226.0
s3c3 206_5 236.0 238.0
s3c3 206_6 246.0 227.0
s3c3 208_7 232.0 225.0
s3c3 208_8 241.0 214.0
s3c4 29_1 216.0 148.0
s3c4 29_2 234.0 141.0
s3c4 77_2 237.0 132.0
s3c4 77_3 235.0 120.0
s3c4 92_1 204.0 137.0
s3c4 92_2 190.0 137.0
s3c4 123_4 238.0 96.0
s3c4 123_5 241.0 87.0
s3c4 130_3 250.0 114.0
s3c4 130_4 253.0 103.0
s3c4 153_1 192.0 128.0
s3c4 153_2 179.0 115.0
s3c4 158_3 148.0 119.0
s3c4 158_4 160.0 119.0
s3c4 167_8 260.0 74.0
s3c4 167_9 272.0 63.0
s3c4 171_7 253.0 137.0
s3c4 171_8 241.0 121.0
s3c4 180_5 274.0 133.0
s3c4 180_6 260.0 124.0
s3c4 180_7 269.0 105.0
s3c4 180_8 257.0 97.0
s3c4 205_12 279.0 60.0
s3c4 205_13 296.0 49.0
s3c4 208_1 157.0 172.0
s3c4 208_2 168.0 158.0
s3c4 211_11 232.0 122.0
s3c4 211_12 247.0 114.0
s3c4 211_13 272.0 88.0
s3c4 211_14 264.0 85.0
s3c4 214_10 251.0 149.0
s3c4 214_11 267.0 141.0
s3c5 17_1 350.0 188.0
s3c5 17_2 344.0 181.0
s3c5 67_1 359.0 185.0
s3c5 67_2 350.0 175.0
s3c5 73_3 335.0 171.0
s3c5 73_4 339.0 159.0
s3c5 127_1 368.0 189.0
s3c5 127_2 345.0 183.0
s3c5 129_3 334.0 183.0
s3c5 129_4 340.0 170.0
s3c5 144_5 347.0 168.0
s3c5 144_6 332.0 154.0
s3c5 186_2 346.0 195.0
s3c5 186_3 347.0 180.0
s3c5 187_5 345.0 167.0
s3c5 187_6 334.0 160.0
s3c5 188_1 368.0 181.0
s3c5 188_2 363.0 167.0
s3c5 189_5 335.0 197.0
s3c5 189_6 331.0 184.0
s3c5 203_10 314.0 150.0
s3c5 203_11 329.0 155.0
s3c5 210_9 361.0 161.0
s3c5 210_10 347.0 154.0
s4c10 32_1 127.0 409.0
s4c10 32_2 142.0 406.0
s4c10 82_2 134.0 403.0
s4c10 82_3 136.0 385.0
s4c10 84_1 117.0 407.0
s4c10 84_2 123.0 395.0
s4c10 130_1 111.0 419.0
s4c10 130_2 102.0 406.0
s4c10 131_4 121.0 416.0
s4c10 131_5 133.0 406.0
s4c10 131_6 138.0 388.0
s4c10 131_7 138.0 380.0
s4c10 136_3 142.0 404.0
s4c10 136_4 136.0 401.0
s4c10 172_2 99.0 413.0
s4c10 172_3 99.0 399.0
s4c10 172_4 132.0 430.0
s4c10 172_5 131.0 420.0
s4c10 172_6 135.0 402.0
s4c10 172_7 126.0 392.0
s4c10 174_1 114.0 422.0
s4c10 174_2 112.0 408.0
s4c10 174_9 149.0 395.0
s4c10 174_10 141.0 389.0
s4c10 178_11 151.0 368.0
s4c10 178_12 138.0 360.0
s4c10 207_8 132.0 386.0
s4c10 207_9 128.0 375.0
s4c10 208_5 144.0 450.0
s4c10 208_6 133.0 432.0
s4c10 210_8 149.0 404.0
s4c10 210_9 137.0 398.0
s4c10 210_13 149.0 386.0
s4c10 210_14 138.0 374.0
s4c10 211_3 102.0 423.0
s4c10 211_4 96.0 409.0
s4c10 214_5 88.0 400.0
s4c10 214_6 75.0 389.0
